Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Cryptosporidiosis, Cum 2013","Cryptosporidiosis, Cum 2013, flag","Dengue Fever†, Current week","Dengue Fever†, Current week, flag","Dengue Fever†, Previous 52 weeks Med","Dengue Fever†, Previous 52 weeks Med, flag","Dengue Fever†, Previous 52 weeks Max","Dengue Fever†, Previous 52 weeks Max, flag","Dengue Fever†, Cum 2014","Dengue Fever†, Cum 2014, flag","Dengue Fever†, Cum 2013","Dengue Fever†, Cum 2013, flag","Dengue Hemorrhagic Fever§, Current week","Dengue Hemorrhagic Fever§, Current week, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Med","Dengue Hemorrhagic Fever§, Previous 52 weeks Med, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Max","Dengue Hemorrhagic Fever§, Previous 52 weeks Max, flag","Dengue Hemorrhagic Fever§, Cum 2014","Dengue Hemorrhagic Fever§, Cum 2014, flag","Dengue Hemorrhagic Fever§, Cum 2013","Dengue Hemorrhagic Fever§, Cum 2013, flag",Location 1,Location 1 (city),Location 2,Location 1 (state)
ALASKA,2014,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-147.72205669099972 64.84507923900048),,,ALASKA
E.N. CENTRAL,2014,3,6,,25,,63,,24,,64,,,-,1,,4,,,-,3,,,-,0,,0,,,-,,-,,,,
W.N. CENTRAL,2014,3,2,,16,,171,,12,,33,,,-,1,,3,,,-,3,,,-,0,,1,,,-,,-,,,,
S. ATLANTIC,2014,3,15,,17,,53,,47,,45,,,-,1,,9,,,-,21,,,-,0,,1,,,-,,-,,,,
E.S. CENTRAL,2014,3,1,,6,,17,,7,,12,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,,,
W.S. CENTRAL,2014,3,1,,11,,39,,3,,25,,,-,0,,10,,,-,1,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,3,1,,8,,51,,7,,18,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
PACIFIC,2014,3,3,,9,,75,,8,,26,,,-,2,,8,,,-,5,,,-,0,,0,,,-,,-,,,,
LOUISIANA,2014,3,,-,4,,31,,2,,13,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.44567554599968 31.312662564000448),,,LOUISIANA
VIRGINIA,2014,3,,-,0,,6,,5,,,-,,-,0,,3,,,-,4,,,-,0,,1,,,-,,-,POINT (-78.45788924199968 37.54268075100049),,,VIRGINIA
INDIANA,2014,3,,-,2,,7,,,-,9,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-86.14995579899966 39.76691364600049),,,INDIANA
TEXAS,2014,3,1,,5,,21,,1,,8,,,-,0,,10,,,-,1,,,-,0,,0,,,-,,-,POINT (-99.4267664729997 31.827243635000457),,,TEXAS
NEW YORK CITY,2014,3,,-,1,,6,,1,,3,,,-,1,,9,,,-,7,,,-,0,,1,,,-,,-,POINT (-74.00596858999967 40.71426755700048),,,NEW YORK CITY
NEW HAMPSHIRE,2014,3,,-,1,,2,,,-,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-71.50035726399966 43.6559537330005),,,NEW HAMPSHIRE
MISSOURI,2014,3,2,,4,,11,,4,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.56629737199967 38.63579372300046),,,MISSOURI
NORTH DAKOTA,2014,3,,-,1,,7,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.11842599699969 47.47531738700047),,,NORTH DAKOTA
DIST. OF COL.,2014,3,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.11415045099966 39.52368635500045),,,DIST. OF COL.
WISCONSIN,2014,3,2,,7,,24,,9,,17,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-89.81636715299965 44.3931903350005),,,WISCONSIN
NEBRASKA,2014,3,,-,2,,11,,4,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.36571864599966 41.64104043900045),,,NEBRASKA
OREGON,2014,3,,-,3,,58,,1,,9,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502977999972 44.567446178000466),,,OREGON
MINNESOTA,2014,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,POINT (-94.79419697699967 46.35564867700049),,,MINNESOTA
FLORIDA,2014,3,9,,8,,23,,25,,15,,,-,0,,6,,,-,14,,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.932042899000464),,,FLORIDA
HAWAII,2014,3,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-157.85774691599974 21.30485166200043),,,HAWAII
ALABAMA,2014,3,1,,2,,8,,5,,8,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-86.63185803899967 32.84057327200048),,,ALABAMA
VERMONT,2014,3,,-,0,,2,,2,,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-72.51763944499965 43.62538292400046),,,VERMONT
MAINE,2014,3,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-68.98502952999962 45.254228663000504),,,MAINE
RHODE ISLAND,2014,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-71.52246918099962 41.70828281900049),,,RHODE ISLAND
UTAH,2014,3,,-,1,,7,,1,,10,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.5871285339997 39.36070374600047),,,UTAH
MASSACHUSETTS,2014,3,,-,2,,7,,5,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.08268985899963 42.27687306500047),,,MASSACHUSETTS
IOWA,2014,3,,-,5,,155,,1,,10,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-93.81648936699969 42.469404401000475),,,IOWA
NEW MEXICO,2014,3,,-,1,,3,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.24057768899968 34.52088247800049),,,NEW MEXICO
NEVADA,2014,3,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-117.07183978499972 39.49324126500045),,,NEVADA
KENTUCKY,2014,3,,-,1,,5,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496612599964 37.645973909000475),,,KENTUCKY
NEW JERSEY,2014,3,,-,1,,5,,,-,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-74.27368565099965 40.1305700530005),,,NEW JERSEY
MICHIGAN,2014,3,1,,5,,15,,4,,14,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-84.71438724399968 44.66131575600048),,,MICHIGAN
SOUTH DAKOTA,2014,3,,-,3,,17,,1,,6,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.37352811899967 44.35313342000046),,,SOUTH DAKOTA
GEORGIA,2014,3,3,,4,,16,,11,,12,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-83.62757601199968 32.83968004200045),,,GEORGIA
ARKANSAS,2014,3,,-,1,,12,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.748651751000466),,,ARKANSAS
PENNSYLVANIA,2014,3,1,,6,,30,,8,,17,,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,POINT (-77.86069775999965 40.79373106100047),,,PENNSYLVANIA
SOUTH CAROLINA,2014,3,,-,1,,7,,1,,4,,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882060100049),,,SOUTH CAROLINA
DELAWARE,2014,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-75.57773943699965 39.00883351400046),,,DELAWARE
MARYLAND,2014,3,,-,1,,4,,2,,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-76.60925970899967 39.2905806980005),,,MARYLAND
MISSISSIPPI,2014,3,,-,1,,5,,,-,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-89.53802764499966 32.74551123200047),,,MISSISSIPPI
NORTH CAROLINA,2014,3,3,,0,,25,,3,,9,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-79.15924924699965 35.46622388600048),,,NORTH CAROLINA
ILLINOIS,2014,3,,-,4,,16,,,-,12,,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,POINT (-88.99770813999965 40.48501278700047),,,ILLINOIS
NEW YORK,2014,3,1,,4,,16,,3,,5,,,-,0,,5,,,-,3,,,-,0,,1,,,-,,-,POINT (-75.54396639699968 42.82700023900048),,,NEW YORK
OHIO,2014,3,3,,7,,17,,11,,12,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-82.40425685299965 40.06021029700048),,,OHIO
WYOMING,2014,3,,-,0,,25,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-108.10982744299969 43.23554147100049),,,WYOMING
IDAHO,2014,3,1,,2,,16,,3,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-114.3637261449997 43.682630058000484),,,IDAHO
CALIFORNIA,2014,3,3,,5,,15,,7,,17,,,-,1,,8,,,-,3,,,-,0,,0,,,-,,-,POINT (-120.99999889499969 37.638640488000476),,,CALIFORNIA
CONNECTICUT,2014,3,,-,0,,5,,1,,3,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266394200048),,,CONNECTICUT
COLORADO,2014,3,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.13360888799969 38.84384047000049),,,COLORADO
TENNESSEE,2014,3,,-,1,,6,,1,,1,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-85.77448642199965 35.680943063000484),,,TENNESSEE
WASHINGTON,2014,3,,-,1,,12,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-120.47002746299972 47.522287905000496),,,WASHINGTON
AMER. SAMOA,2014,3,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,POINT (-99.11415045099966 39.52368635500045),,,AMER. SAMOA
OKLAHOMA,2014,3,,-,1,,4,,,-,3,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472034350000456),,,OKLAHOMA
MONTANA,2014,3,,-,1,,19,,1,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-109.42441687999968 47.066526051000494),,,MONTANA
C.N.M.I.,2014,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,POINT (-99.11415045099966 39.52368635500045),,,C.N.M.I.
WEST VIRGINIA,2014,3,,-,0,,2,,,-,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-80.71263935099967 38.665511497000466),,,WEST VIRGINIA
ARIZONA,2014,3,,-,1,,6,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.76380949799972 34.865973091000455),,,ARIZONA
KANSAS,2014,3,,-,2,,6,,1,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-98.20077655499966 38.34774033400049),,,KANSAS
UNITED STATES,2014,4,50,,101,,433,,208,,356,,,-,9,,42,,2,,63,,,-,0,,2,,,-,,-,,,,
NEW ENGLAND,2014,4,,-,4,,14,,9,,9,,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,,,,
MID. ATLANTIC,2014,4,9,,12,,42,,24,,40,,,-,2,,11,,,-,21,,,-,0,,1,,,-,,-,,,,
E.N. CENTRAL,2014,4,8,,25,,63,,37,,93,,,-,1,,4,,1,,4,,,-,0,,0,,,-,,-,,,,
W.N. CENTRAL,2014,4,4,,16,,171,,23,,45,,,-,1,,3,,,-,3,,,-,0,,1,,,-,,-,,,,
S. ATLANTIC,2014,4,18,,18,,53,,70,,65,,,-,1,,9,,1,,21,,,-,0,,1,,,-,,-,,,,
IOWA,2014,4,,-,5,,155,,4,,12,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-93.81648936699969 42.469404401000475),,,IOWA
MID. ATLANTIC,2014,5,5,,12,,42,,29,,48,,,-,3,,12,,,-,26,,,-,0,,1,,,-,,-,,,,
E.N. CENTRAL,2014,5,4,,24,,63,,44,,112,,,-,1,,5,,2,,6,,,-,0,,0,,,-,,-,,,,
W.N. CENTRAL,2014,5,3,,16,,171,,29,,52,,,-,1,,3,,2,,3,,,-,0,,1,,,-,,-,,,,
S. ATLANTIC,2014,5,18,,18,,53,,90,,109,,,-,1,,9,,1,,23,,,-,0,,1,,,-,,-,,,,
E.S. CENTRAL,2014,4,4,,6,,17,,16,,16,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,,,,
W.S. CENTRAL,2014,4,2,,11,,39,,7,,36,,,-,0,,11,,,-,1,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,4,3,,8,,51,,11,,22,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
PACIFIC,2014,4,2,,10,,75,,11,,30,,,-,2,,8,,,-,6,,,-,0,,0,,,-,,-,,,,
VERMONT,2014,4,,-,0,,2,,2,,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-72.51763944499965 43.62538292400046),,,VERMONT
NEVADA,2014,4,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-117.07183978499972 39.49324126500045),,,NEVADA
KANSAS,2014,4,,-,2,,6,,2,,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-98.20077655499966 38.34774033400049),,,KANSAS
SOUTH CAROLINA,2014,4,1,,1,,7,,4,,8,,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882060100049),,,SOUTH CAROLINA
TEXAS,2014,4,1,,5,,21,,3,,11,,,-,0,,11,,,-,1,,,-,0,,0,,,-,,-,POINT (-99.4267664729997 31.827243635000457),,,TEXAS
MINNESOTA,2014,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,POINT (-94.79419697699967 46.35564867700049),,,MINNESOTA
IDAHO,2014,4,2,,2,,16,,5,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-114.3637261449997 43.682630058000484),,,IDAHO
OHIO,2014,4,6,,7,,17,,17,,25,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,POINT (-82.40425685299965 40.06021029700048),,,OHIO
ALABAMA,2014,4,2,,2,,8,,10,,10,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-86.63185803899967 32.84057327200048),,,ALABAMA
ARIZONA,2014,4,,-,1,,6,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.76380949799972 34.865973091000455),,,ARIZONA
NEW JERSEY,2014,4,,-,1,,5,,,-,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-74.27368565099965 40.1305700530005),,,NEW JERSEY
NORTH DAKOTA,2014,4,,-,1,,7,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.11842599699969 47.47531738700047),,,NORTH DAKOTA
MARYLAND,2014,4,1,,1,,4,,3,,3,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-76.60925970899967 39.2905806980005),,,MARYLAND
ILLINOIS,2014,4,,-,4,,16,,,-,14,,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,POINT (-88.99770813999965 40.48501278700047),,,ILLINOIS
HAWAII,2014,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-157.85774691599974 21.30485166200043),,,HAWAII
MISSISSIPPI,2014,4,,-,0,,5,,,-,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-89.53802764499966 32.74551123200047),,,MISSISSIPPI
MICHIGAN,2014,4,,-,4,,15,,5,,18,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-84.71438724399968 44.66131575600048),,,MICHIGAN
MISSOURI,2014,4,2,,3,,11,,7,,16,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.56629737199967 38.63579372300046),,,MISSOURI
SOUTH DAKOTA,2014,4,,-,3,,17,,2,,6,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.37352811899967 44.35313342000046),,,SOUTH DAKOTA
COLORADO,2014,4,,-,0,,4,,1,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.13360888799969 38.84384047000049),,,COLORADO
WISCONSIN,2014,4,2,,7,,24,,12,,25,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-89.81636715299965 44.3931903350005),,,WISCONSIN
KENTUCKY,2014,4,,-,1,,5,,3,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496612599964 37.645973909000475),,,KENTUCKY
NEW HAMPSHIRE,2014,4,,-,0,,2,,,-,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-71.50035726399966 43.6559537330005),,,NEW HAMPSHIRE
TENNESSEE,2014,4,2,,1,,6,,3,,3,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-85.77448642199965 35.680943063000484),,,TENNESSEE
ALASKA,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-147.72205669099972 64.84507923900048),,,ALASKA
C.N.M.I.,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,POINT (-99.11415045099966 39.52368635500045),,,C.N.M.I.
ARKANSAS,2014,4,,-,1,,12,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.748651751000466),,,ARKANSAS
NEW MEXICO,2014,4,,-,1,,3,,1,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.24057768899968 34.52088247800049),,,NEW MEXICO
LOUISIANA,2014,4,,-,3,,31,,2,,20,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.44567554599968 31.312662564000448),,,LOUISIANA
OKLAHOMA,2014,4,1,,1,,4,,1,,3,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472034350000456),,,OKLAHOMA
NEW YORK,2014,4,6,,4,,16,,9,,9,,,-,0,,5,,,-,8,,,-,0,,1,,,-,,-,POINT (-75.54396639699968 42.82700023900048),,,NEW YORK
UTAH,2014,4,,-,1,,7,,1,,10,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.5871285339997 39.36070374600047),,,UTAH
NEBRASKA,2014,4,2,,2,,11,,6,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.36571864599966 41.64104043900045),,,NEBRASKA
CALIFORNIA,2014,4,1,,5,,15,,8,,18,,,-,1,,8,,,-,3,,,-,0,,0,,,-,,-,POINT (-120.99999889499969 37.638640488000476),,,CALIFORNIA
GEORGIA,2014,4,12,,5,,16,,25,,17,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-83.62757601199968 32.83968004200045),,,GEORGIA
CONNECTICUT,2014,4,,-,0,,5,,2,,3,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266394200048),,,CONNECTICUT
VIRGINIA,2014,4,1,,0,,6,,7,,,-,,-,0,,3,,,-,4,,,-,0,,1,,,-,,-,POINT (-78.45788924199968 37.54268075100049),,,VIRGINIA
MONTANA,2014,4,1,,1,,19,,2,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-109.42441687999968 47.066526051000494),,,MONTANA
GUAM,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.52155783099971 34.91997872200045),,,GUAM
PUERTO RICO,2014,4,,N,0,,0,,,N,,N,,-,111,,424,,,-,1028,,,-,0,,5,,,-,2,,POINT (-98.34556876399967 26.649497232000442),,,PUERTO RICO
MASSACHUSETTS,2014,4,,-,2,,7,,5,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.08268985899963 42.27687306500047),,,MASSACHUSETTS
VIRGIN ISL.,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.11415045099966 39.52368635500045),,,VIRGIN ISL.
DELAWARE,2014,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-75.57773943699965 39.00883351400046),,,DELAWARE
WASHINGTON,2014,4,1,,1,,12,,1,,1,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,POINT (-120.47002746299972 47.522287905000496),,,WASHINGTON
OREGON,2014,4,,-,3,,58,,2,,11,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502977999972 44.567446178000466),,,OREGON
FLORIDA,2014,4,3,,8,,23,,28,,21,,,-,0,,6,,,-,14,,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.932042899000464),,,FLORIDA
NEW YORK CITY,2014,4,,-,1,,6,,3,,5,,,-,1,,9,,,-,8,,,-,0,,1,,,-,,-,POINT (-74.00596858999967 40.71426755700048),,,NEW YORK CITY
DIST. OF COL.,2014,4,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.11415045099966 39.52368635500045),,,DIST. OF COL.
WEST VIRGINIA,2014,4,,-,0,,2,,,-,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-80.71263935099967 38.665511497000466),,,WEST VIRGINIA
INDIANA,2014,4,,-,2,,7,,3,,11,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-86.14995579899966 39.76691364600049),,,INDIANA
WYOMING,2014,4,,-,0,,25,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-108.10982744299969 43.23554147100049),,,WYOMING
AMER. SAMOA,2014,4,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,POINT (-99.11415045099966 39.52368635500045),,,AMER. SAMOA
RHODE ISLAND,2014,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-71.52246918099962 41.70828281900049),,,RHODE ISLAND
MAINE,2014,4,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-68.98502952999962 45.254228663000504),,,MAINE
NORTH CAROLINA,2014,4,,-,0,,25,,3,,13,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-79.15924924699965 35.46622388600048),,,NORTH CAROLINA
PENNSYLVANIA,2014,4,3,,6,,30,,12,,22,,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,POINT (-77.86069775999965 40.79373106100047),,,PENNSYLVANIA
UNITED STATES,2014,5,36,,102,,434,,268,,460,,,-,9,,43,,5,,74,,,-,0,,2,,,-,,-,,,,
NEW ENGLAND,2014,5,1,,4,,14,,14,,11,,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,,,,
E.S. CENTRAL,2014,5,1,,6,,18,,18,,18,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,,,,
W.S. CENTRAL,2014,5,1,,11,,39,,13,,46,,,-,0,,11,,,-,1,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,5,,-,8,,51,,12,,27,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
PACIFIC,2014,5,3,,10,,75,,19,,37,,,-,2,,8,,,-,7,,,-,0,,0,,,-,,-,,,,
CALIFORNIA,2014,5,3,,5,,15,,15,,24,,,-,1,,8,,,-,4,,,-,0,,0,,,-,,-,POINT (-120.99999889499969 37.638640488000476),,,CALIFORNIA
OKLAHOMA,2014,5,,-,1,,4,,1,,3,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472034350000456),,,OKLAHOMA
WYOMING,2014,5,,-,0,,25,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-108.10982744299969 43.23554147100049),,,WYOMING
ARKANSAS,2014,5,,-,1,,12,,1,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.748651751000466),,,ARKANSAS
NEVADA,2014,5,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-117.07183978499972 39.49324126500045),,,NEVADA
NEBRASKA,2014,5,,-,2,,11,,6,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.36571864599966 41.64104043900045),,,NEBRASKA
MASSACHUSETTS,2014,5,,-,2,,7,,8,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.08268985899963 42.27687306500047),,,MASSACHUSETTS
NEW YORK CITY,2014,5,,-,1,,6,,3,,5,,,-,2,,9,,,-,10,,,-,0,,1,,,-,,-,POINT (-74.00596858999967 40.71426755700048),,,NEW YORK CITY
CONNECTICUT,2014,5,,-,0,,5,,3,,3,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266394200048),,,CONNECTICUT
PENNSYLVANIA,2014,5,1,,6,,30,,13,,29,,,-,0,,3,,,-,6,,,-,0,,0,,,-,,-,POINT (-77.86069775999965 40.79373106100047),,,PENNSYLVANIA
ARIZONA,2014,5,,-,1,,6,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.76380949799972 34.865973091000455),,,ARIZONA
UTAH,2014,5,,-,1,,7,,1,,11,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.5871285339997 39.36070374600047),,,UTAH
ALASKA,2014,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-147.72205669099972 64.84507923900048),,,ALASKA
LOUISIANA,2014,5,,-,3,,31,,5,,25,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.44567554599968 31.312662564000448),,,LOUISIANA
FLORIDA,2014,5,14,,8,,23,,42,,29,,,-,0,,6,,,-,16,,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.932042899000464),,,FLORIDA
MISSOURI,2014,5,2,,3,,11,,12,,19,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,POINT (-92.56629737199967 38.63579372300046),,,MISSOURI
HAWAII,2014,5,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-157.85774691599974 21.30485166200043),,,HAWAII
GEORGIA,2014,5,2,,5,,16,,28,,23,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-83.62757601199968 32.83968004200045),,,GEORGIA
